gene_id	biotype	product
WBGene00226831	protein_coding	60S ribosomal protein L18, putative
WBGene00225377	protein_coding	RNA binding protein, putative
WBGene00229744	protein_coding	NA
WBGene00255699	miRNA	NA
WBGene00222963	protein_coding	Regulator of G protein signaling domain containing protein
WBGene00229745	protein_coding	NA
WBGene00223714	protein_coding	Globin family protein
WBGene00225606	protein_coding	KH domain containing protein
WBGene00269031	protein_coding	NA
WBGene00269032	protein_coding	NA
WBGene00227225	protein_coding	NA
WBGene00269033	protein_coding	NA
WBGene00223694	protein_coding	dynein heavy chain isotype 1B, putative
WBGene00225561	protein_coding	NA
WBGene00269034	protein_coding	NA
WBGene00225337	protein_coding	NA
WBGene00224535	protein_coding	C2 domain containing protein
WBGene00222376	protein_coding	Ras-related protein Rac1, putative
WBGene00229469	protein_coding	nudE nuclear distribution gene, putative
WBGene00255701	miRNA	NA
WBGene00227467	protein_coding	conserved hypothetical protein
WBGene00220477	protein_coding	NA
WBGene00226190	protein_coding	Fibronectin type III domain containing protein
WBGene00224969	protein_coding	2700029M09Rik protein, putative
WBGene00235483	miRNA	NA
WBGene00224505	protein_coding	myosin heavy chain, nonmuscle type 1, putative
WBGene00228973	protein_coding	microfilarial sheath protein, identical
WBGene00228974	protein_coding	EGF-like domain containing protein
WBGene00228975	protein_coding	PX domain containing protein
WBGene00223608	protein_coding	NA
WBGene00223607	protein_coding	NA
WBGene00235524	miRNA	NA
WBGene00225345	protein_coding	Zinc finger, C2H2 type family protein
WBGene00269035	protein_coding	NA
WBGene00269036	protein_coding	NA
WBGene00228298	protein_coding	conserved hypothetical protein
WBGene00231806	protein_coding	NA
WBGene00228323	protein_coding	NA
WBGene00226722	protein_coding	Tetraspanin family protein
WBGene00227598	protein_coding	NA
WBGene00223164	protein_coding	Hypothetical 34.8 kDa protein C28H8.5 in chromosome III, putative
WBGene00234067	protein_coding	Alpha-adaptin homolog, putative
WBGene00228322	protein_coding	NA
WBGene00231888	protein_coding	NA
WBGene00269037	protein_coding	NA
WBGene00224362	protein_coding	Protein kinase C and casein kinase substrate in neurons protein 2, putative
WBGene00269038	protein_coding	NA
WBGene00220335	protein_coding	NA
WBGene00228214	protein_coding	pyruvate dehydrogenase E1 component beta subunit, putative
WBGene00269039	protein_coding	NA
WBGene00228767	protein_coding	NA
WBGene00224288	protein_coding	NA
WBGene00230381	protein_coding	NA
WBGene00223811	protein_coding	NA
WBGene00222712	protein_coding	Probable exocyst complex component Sec15, putative
WBGene00234665	protein_coding	NA
WBGene00232454	protein_coding	Mitochondrial carrier protein
WBGene00230382	protein_coding	NA
WBGene00230383	protein_coding	NA
WBGene00269040	protein_coding	NA
WBGene00228494	protein_coding	NA
WBGene00221628	protein_coding	NA
WBGene00225722	protein_coding	helix-turn-helix, Psq domain containing protein
WBGene00230384	protein_coding	NA
WBGene00221629	protein_coding	NA
WBGene00224048	protein_coding	Ligand-binding domain of nuclear hormone receptor family protein
WBGene00227150	protein_coding	MATH domain containing protein
WBGene00269041	protein_coding	NA
WBGene00223033	protein_coding	NA
WBGene00224887	protein_coding	conserved hypothetical protein,hypothetical protein
WBGene00224971	protein_coding	Endonuclease\/Exonuclease\/phosphatase family protein
WBGene00222807	protein_coding	signal peptide peptidase family protein
WBGene00233838	protein_coding	Delta5 fatty acid desaturase, putative
WBGene00236638	snoRNA	NA
WBGene00228208	protein_coding	NA
WBGene00223052	protein_coding	NA
WBGene00225322	protein_coding	signal transduction protein CBL-B, putative
WBGene00224187	protein_coding	Phosphatidylinositol 3- and 4-kinase family protein
WBGene00228807	protein_coding	NA
WBGene00228806	protein_coding	NA
WBGene00225321	protein_coding	NA
WBGene00228361	protein_coding	NA
WBGene00222235	protein_coding	conserved hypothetical protein
WBGene00226000	protein_coding	Glycerophosphoryl diester phosphodiesterase family protein
WBGene00235484	miRNA	NA
WBGene00226376	protein_coding	hypotetical protein, conserved
WBGene00234248	protein_coding	ethanolamine-phosphate cytidylyltransferase, putative
WBGene00225516	protein_coding	Hypothetical RING finger protein R06F6.2 in chromosome II, putative
WBGene00220499	protein_coding	NA
WBGene00225997	protein_coding	Copine family protein
WBGene00269042	protein_coding	NA
WBGene00223606	protein_coding	RhoGEF domain containing protein
WBGene00225336	protein_coding	NA
WBGene00224198	protein_coding	Adducin-related protein 1, putative
WBGene00220712	protein_coding	NA
WBGene00225919	protein_coding	serine\/threonine protein kinase, putative
WBGene00269043	protein_coding	NA
WBGene00230107	protein_coding	NA
WBGene00269044	protein_coding	NA
WBGene00235494	snoRNA	NA
WBGene00225471	protein_coding	calcium ATPase, putative
WBGene00234256	protein_coding	CDP-alcohol phosphatidyltransferase family protein
WBGene00226464	protein_coding	Protein kinase domain containing protein
WBGene00225455	protein_coding	NA
WBGene00228357	protein_coding	NA
WBGene00269045	protein_coding	NA
WBGene00269046	protein_coding	NA
WBGene00228134	protein_coding	Glycogen synthase, putative
WBGene00229091	protein_coding	NA
WBGene00222768	protein_coding	Protein kinase domain containing protein
WBGene00224175	protein_coding	wnt family protein
WBGene00222760	protein_coding	NA
WBGene00227251	protein_coding	Filamin\/ABP280 repeat family protein
WBGene00227859	protein_coding	S1 RNA binding domain protein, putative
WBGene00229090	protein_coding	NA
WBGene00255626	miRNA	NA
WBGene00227760	protein_coding	CAP-Gly domain containing protein
WBGene00229089	protein_coding	NA
WBGene00269047	protein_coding	NA
WBGene00228252	protein_coding	NA
WBGene00233596	protein_coding	tailless protein, putative
WBGene00235401	miRNA	NA
WBGene00223703	protein_coding	Guanine nucleotide-binding protein alpha-12 subunit, putative
WBGene00234085	protein_coding	succinyl-CoA ligase [GDP-forming] alpha-chain, mitochindrial, putative
WBGene00222253	protein_coding	conserved hypothetical protein
WBGene00269048	protein_coding	NA
WBGene00222251	protein_coding	NA
WBGene00226447	protein_coding	phosphoribosyl pyrophosphate synthetase-associated protein, putative
WBGene00269335	protein_coding	NA
WBGene00222553	protein_coding	GRAM domain containing protein
WBGene00224601	protein_coding	conserved hypothetical protein,hypothetical protein
WBGene00225152	protein_coding	Divalent cation transporter family protein
WBGene00226259	protein_coding	2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial precursor, putative
WBGene00222106	protein_coding	proline oxidase, mitochondrial precursor, putative
WBGene00223355	protein_coding	Dual specificity mitogen-activated protein kinase kinase 7. -TRUNCATED-, putative
WBGene00231879	protein_coding	ABC transporter N-terminus family protein
WBGene00231159	protein_coding	SWIM zinc finger family protein
WBGene00221957	protein_coding	NA
WBGene00221958	protein_coding	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase, putative
WBGene00223012	protein_coding	NA
WBGene00231160	protein_coding	NA
WBGene00227112	protein_coding	splicing factor, CC1-like family protein
WBGene00226822	protein_coding	ShTK domain containing protein
WBGene00231161	protein_coding	NA
WBGene00231162	protein_coding	NA
WBGene00269049	protein_coding	NA
WBGene00224432	protein_coding	RhoGAP domain containing protein
WBGene00224789	protein_coding	multidrug resistance related protein 1, putative
WBGene00222264	protein_coding	beta-lactamase family protein
WBGene00227568	protein_coding	Ras-related protein ypt4, putative
WBGene00227567	protein_coding	SD22372p, putative
WBGene00223443	protein_coding	Sulfotransferase domain containing protein
WBGene00225560	protein_coding	conserved hypothetical protein
WBGene00223398	protein_coding	3-hydroxyacyl-CoA dehydrogenase type II, putative
WBGene00223492	protein_coding	oxidoreductase, short chain dehydrogenase\/reductase family protein
WBGene00225612	protein_coding	Zinc finger, C2H2 type family protein
WBGene00225023	protein_coding	High temperature-induced dauer formation protein 1, isoform b, putative
WBGene00231163	protein_coding	NA
WBGene00225024	protein_coding	CX module family protein
WBGene00231165	transposon_protein_coding	NA
WBGene00269050	protein_coding	NA
WBGene00269051	protein_coding	NA
WBGene00269052	protein_coding	NA
WBGene00233809	protein_coding	NA
WBGene00222891	protein_coding	cleft lip and palate associated transmembrane protein 1, putative
WBGene00231166	protein_coding	NA
WBGene00231167	protein_coding	SET domain containing protein
WBGene00224981	protein_coding	Hypothetical 36.5 kDa protein K01A12.3 in chromosome X, putative
WBGene00269053	protein_coding	NA
WBGene00225782	protein_coding	Type I phosphodiesterase \/ nucleotide pyrophosphatase family protein
WBGene00222770	protein_coding	SET domain containing protein
WBGene00231168	protein_coding	NA
WBGene00225348	protein_coding	NA
WBGene00231169	protein_coding	NA
WBGene00227726	protein_coding	Immunoglobulin I-set domain containing protein
WBGene00223616	protein_coding	NA
WBGene00231170	protein_coding	cyanate hydratase family protein
WBGene00225350	protein_coding	EF hand family protein
WBGene00223473	protein_coding	Mob1\/phocein family protein
WBGene00233563	protein_coding	NA
WBGene00225930	protein_coding	Synaptogyrin homolog, putative
WBGene00231171	protein_coding	Cuticle collagen 13 precursor, putative
WBGene00223169	protein_coding	Fibronectin type III domain containing protein
WBGene00227617	protein_coding	NA
WBGene00224544	protein_coding	G-protein coupled receptor, putative
WBGene00224181	protein_coding	warthog protein WRT-5, putative
WBGene00231172	protein_coding	Ground-like domain containing protein
WBGene00223328	protein_coding	nucleosome assembly protein 1, putative
WBGene00231173	protein_coding	RNA recognition motif domain containing protein
WBGene00234586	protein_coding	NA
WBGene00233565	protein_coding	NA
WBGene00224886	protein_coding	UBX domain-containing protein 1, putative
WBGene00226488	protein_coding	NA
WBGene00234545	protein_coding	NA
WBGene00224046	protein_coding	NA
WBGene00225522	protein_coding	NA
WBGene00231174	protein_coding	NA
WBGene00231175	protein_coding	NA
WBGene00231176	protein_coding	NA
WBGene00233956	protein_coding	NA
WBGene00225215	protein_coding	NA
WBGene00231177	protein_coding	NA
WBGene00225236	protein_coding	NA
WBGene00226757	protein_coding	NA
WBGene00231178	protein_coding	NA
WBGene00233810	pseudogene	NA
WBGene00227757	protein_coding	NA
WBGene00224941	protein_coding	NA
WBGene00221756	protein_coding	NA
WBGene00231179	protein_coding	NA
WBGene00224762	protein_coding	NA
WBGene00227121	protein_coding	NA
WBGene00227120	protein_coding	NA
WBGene00231180	protein_coding	NA
WBGene00224180	protein_coding	NA
WBGene00224463	protein_coding	NA
WBGene00225349	protein_coding	NA
WBGene00225632	protein_coding	NA
WBGene00233566	protein_coding	NA
WBGene00255660	miRNA	NA
WBGene00221757	protein_coding	NA
WBGene00227037	protein_coding	NA
WBGene00224222	protein_coding	NA
WBGene00231182	protein_coding	NA
WBGene00231183	protein_coding	NA
WBGene00224461	protein_coding	NA
WBGene00231184	protein_coding	NA
WBGene00231185	protein_coding	NA
WBGene00222795	protein_coding	NA
WBGene00222554	protein_coding	NA
WBGene00231186	protein_coding	NA
WBGene00231187	protein_coding	NA
WBGene00236801	protein_coding	NA
WBGene00223747	protein_coding	NA
WBGene00231188	protein_coding	NA
WBGene00224377	protein_coding	NA
WBGene00225146	protein_coding	NA
WBGene00231189	protein_coding	NA
WBGene00225158	protein_coding	NA
WBGene00231191	protein_coding	NA
WBGene00224365	protein_coding	NA
WBGene00255661	miRNA	NA
WBGene00231192	protein_coding	NA
WBGene00223387	protein_coding	NA
WBGene00231193	protein_coding	NA
WBGene00225537	protein_coding	NA
WBGene00234690	protein_coding	NA
WBGene00227880	protein_coding	NA
WBGene00223479	protein_coding	NA
WBGene00223034	protein_coding	NA
WBGene00220943	ncRNA	NA
WBGene00220944	protein_coding	NA
WBGene00221763	protein_coding	NA
WBGene00231195	protein_coding	NA
WBGene00225711	protein_coding	NA
WBGene00227039	protein_coding	NA
WBGene00226755	protein_coding	NA
WBGene00226116	protein_coding	NA
WBGene00222296	protein_coding	NA
WBGene00225815	protein_coding	NA
WBGene00231196	protein_coding	NA
WBGene00222415	protein_coding	NA
WBGene00225490	protein_coding	NA
WBGene00231197	protein_coding	NA
WBGene00222691	protein_coding	NA
WBGene00223242	protein_coding	NA
WBGene00231199	protein_coding	NA
WBGene00233440	pseudogene	NA
WBGene00222081	protein_coding	NA
WBGene00225597	protein_coding	NA
WBGene00231201	protein_coding	NA
WBGene00222934	protein_coding	NA
WBGene00222648	protein_coding	NA
WBGene00233441	protein_coding	NA
WBGene00225213	protein_coding	NA
WBGene00255662	miRNA	NA
WBGene00303374	protein_coding	NA
WBGene00223581	protein_coding	NA
WBGene00225962	protein_coding	NA
WBGene00225426	protein_coding	NA
WBGene00227725	protein_coding	NA
WBGene00233986	protein_coding	NA
WBGene00223947	protein_coding	NA
WBGene00234092	protein_coding	NA
WBGene00269054	protein_coding	NA
WBGene00223763	protein_coding	NA
WBGene00231205	protein_coding	NA
WBGene00222520	protein_coding	NA
WBGene00222412	protein_coding	NA
WBGene00224460	protein_coding	NA
WBGene00224796	protein_coding	NA
WBGene00255663	miRNA	NA
WBGene00227705	protein_coding	NA
WBGene00223725	protein_coding	NA
WBGene00231206	protein_coding	NA
WBGene00222187	protein_coding	NA
WBGene00269055	protein_coding	NA
WBGene00269056	protein_coding	NA
WBGene00226977	protein_coding	NA
WBGene00223196	protein_coding	NA
WBGene00224210	protein_coding	NA
WBGene00231207	protein_coding	NA
WBGene00226925	protein_coding	NA
WBGene00224264	protein_coding	NA
WBGene00227098	protein_coding	NA
WBGene00226684	protein_coding	NA
WBGene00224553	protein_coding	NA
WBGene00222451	protein_coding	NA
WBGene00231208	protein_coding	NA
WBGene00231210	protein_coding	NA
WBGene00227477	protein_coding	NA
WBGene00224492	protein_coding	NA
WBGene00255664	miRNA	NA
WBGene00231212	protein_coding	NA
WBGene00222551	protein_coding	NA
WBGene00222173	protein_coding	NA
WBGene00231213	protein_coding	NA
WBGene00224286	protein_coding	NA
WBGene00235400	miRNA	NA
WBGene00222404	protein_coding	NA
WBGene00224499	protein_coding	NA
WBGene00227354	protein_coding	NA
WBGene00222414	protein_coding	NA
WBGene00224249	protein_coding	NA
WBGene00223622	protein_coding	NA
WBGene00225271	protein_coding	NA
WBGene00234549	protein_coding	NA
WBGene00231214	protein_coding	NA
WBGene00231215	protein_coding	NA
WBGene00255665	miRNA	NA
WBGene00226788	protein_coding	NA
WBGene00231217	protein_coding	NA
WBGene00231218	protein_coding	NA
WBGene00225817	protein_coding	NA
WBGene00231220	protein_coding	NA
WBGene00225580	protein_coding	NA
WBGene00226847	protein_coding	NA
WBGene00231221	protein_coding	NA
WBGene00225338	protein_coding	NA
WBGene00220949	protein_coding	NA
WBGene00224795	protein_coding	NA
WBGene00231222	ncRNA	NA
WBGene00231226	protein_coding	NA
WBGene00269057	protein_coding	NA
WBGene00224220	protein_coding	NA
WBGene00234552	protein_coding	NA
WBGene00222893	protein_coding	NA
WBGene00224114	protein_coding	NA
WBGene00227681	protein_coding	NA
WBGene00232760	protein_coding	NA
WBGene00223977	protein_coding	NA
WBGene00231227	protein_coding	NA
WBGene00225119	protein_coding	NA
WBGene00223030	protein_coding	NA
WBGene00223031	protein_coding	NA
WBGene00223032	protein_coding	NA
WBGene00231228	protein_coding	NA
WBGene00234553	protein_coding	NA
WBGene00269058	protein_coding	NA
WBGene00269059	transposon_protein_coding	NA
WBGene00269060	transposon_protein_coding	NA
WBGene00269061	protein_coding	NA
WBGene00226260	protein_coding	NA
WBGene00231230	protein_coding	NA
WBGene00223724	protein_coding	NA
WBGene00224634	protein_coding	NA
WBGene00226482	protein_coding	NA
WBGene00231231	protein_coding	NA
WBGene00223723	protein_coding	NA
WBGene00224251	protein_coding	NA
WBGene00224252	protein_coding	NA
WBGene00226219	protein_coding	NA
WBGene00231232	protein_coding	NA
WBGene00226504	protein_coding	NA
WBGene00220954	protein_coding	NA
WBGene00226037	protein_coding	NA
WBGene00224361	protein_coding	NA
WBGene00231233	protein_coding	NA
WBGene00231234	protein_coding	NA
WBGene00234088	protein_coding	NA
WBGene00224555	protein_coding	NA
WBGene00226560	protein_coding	NA
WBGene00231235	protein_coding	NA
WBGene00225458	protein_coding	NA
WBGene00220955	protein_coding	NA
WBGene00231236	protein_coding	NA
WBGene00224199	protein_coding	NA
WBGene00231237	protein_coding	NA
WBGene00224338	protein_coding	NA
WBGene00231238	protein_coding	NA
WBGene00225918	protein_coding	NA
WBGene00226957	protein_coding	NA
WBGene00231239	protein_coding	NA
WBGene00220956	protein_coding	NA
WBGene00227081	protein_coding	NA
WBGene00231240	protein_coding	NA
WBGene00222341	protein_coding	NA
WBGene00223122	protein_coding	NA
WBGene00225375	protein_coding	NA
WBGene00224928	protein_coding	NA
WBGene00226544	protein_coding	NA
WBGene00223764	protein_coding	NA
WBGene00269063	protein_coding	NA
WBGene00222466	protein_coding	NA
WBGene00222465	protein_coding	NA
WBGene00224867	protein_coding	NA
WBGene00225335	protein_coding	NA
WBGene00223051	protein_coding	NA
WBGene00222972	protein_coding	NA
WBGene00235059	protein_coding	NA
WBGene00269064	protein_coding	NA
WBGene00269065	transposon_protein_coding	NA
WBGene00269066	transposon_protein_coding	NA
WBGene00269067	transposon_protein_coding	NA
WBGene00231241	protein_coding	NA
WBGene00227229	protein_coding	NA
WBGene00226035	protein_coding	NA
WBGene00223687	protein_coding	NA
WBGene00222821	protein_coding	NA
WBGene00224360	protein_coding	NA
WBGene00231242	protein_coding	NA
WBGene00231243	protein_coding	NA
WBGene00221767	protein_coding	NA
WBGene00226365	protein_coding	NA
WBGene00226173	protein_coding	NA
WBGene00231245	protein_coding	NA
WBGene00231246	protein_coding	NA
WBGene00222115	protein_coding	NA
WBGene00221768	protein_coding	NA
WBGene00226429	protein_coding	NA
WBGene00234211	protein_coding	NA
WBGene00223139	protein_coding	NA
WBGene00234280	protein_coding	NA
WBGene00224585	protein_coding	NA
WBGene00226154	protein_coding	NA
WBGene00234082	protein_coding	NA
WBGene00226775	protein_coding	NA
WBGene00224515	protein_coding	NA
WBGene00225847	protein_coding	NA
WBGene00225845	protein_coding	NA
WBGene00225799	protein_coding	NA
WBGene00221769	protein_coding	NA
WBGene00225371	protein_coding	NA
WBGene00227116	protein_coding	NA
WBGene00221770	protein_coding	NA
WBGene00222676	protein_coding	NA
WBGene00223105	protein_coding	NA
WBGene00223584	protein_coding	NA
WBGene00223585	protein_coding	NA
WBGene00223016	protein_coding	NA
WBGene00227812	protein_coding	NA
WBGene00224551	protein_coding	NA
WBGene00224274	protein_coding	NA
WBGene00223706	protein_coding	NA
WBGene00227085	protein_coding	NA
WBGene00225581	protein_coding	NA
WBGene00226777	protein_coding	NA
WBGene00226778	protein_coding	NA
WBGene00231249	protein_coding	NA
WBGene00231250	protein_coding	NA
WBGene00223113	protein_coding	NA
WBGene00223110	protein_coding	NA
WBGene00224053	protein_coding	NA
WBGene00223112	protein_coding	NA
WBGene00223111	protein_coding	NA
WBGene00226553	protein_coding	NA
WBGene00223876	protein_coding	NA
WBGene00234693	protein_coding	NA
WBGene00224948	protein_coding	NA
WBGene00227210	protein_coding	NA
WBGene00223086	protein_coding	NA
WBGene00227119	protein_coding	NA
WBGene00227111	protein_coding	NA
WBGene00227117	protein_coding	NA
WBGene00223095	protein_coding	NA
WBGene00225035	protein_coding	NA
WBGene00222168	protein_coding	NA
WBGene00225742	protein_coding	NA
WBGene00225743	protein_coding	NA
WBGene00226489	protein_coding	NA
WBGene00234192	protein_coding	NA
WBGene00227488	protein_coding	NA
WBGene00226507	protein_coding	NA
WBGene00233948	protein_coding	NA
WBGene00227770	protein_coding	NA
WBGene00231252	protein_coding	NA
WBGene00269068	transposon_protein_coding	NA
WBGene00234562	protein_coding	NA
WBGene00220960	protein_coding	NA
WBGene00222689	protein_coding	NA
WBGene00223302	protein_coding	NA
WBGene00231253	protein_coding	NA
WBGene00224514	protein_coding	NA
WBGene00227763	protein_coding	NA
WBGene00227170	protein_coding	NA
WBGene00269069	transposon_protein_coding	NA
WBGene00223856	protein_coding	NA
WBGene00269070	protein_coding	NA
WBGene00231254	protein_coding	NA
WBGene00226792	protein_coding	NA
WBGene00226989	protein_coding	NA
WBGene00231255	protein_coding	NA
WBGene00222388	protein_coding	NA
WBGene00227274	protein_coding	NA
WBGene00225104	protein_coding	NA
WBGene00233573	protein_coding	NA
WBGene00220961	protein_coding	NA
WBGene00225254	protein_coding	NA
WBGene00223114	protein_coding	NA
WBGene00226253	protein_coding	NA
WBGene00224183	protein_coding	NA
WBGene00222013	protein_coding	NA
WBGene00224526	protein_coding	NA
WBGene00234973	protein_coding	NA
WBGene00226679	protein_coding	NA
WBGene00227138	protein_coding	NA
WBGene00227141	protein_coding	NA
WBGene00227140	protein_coding	NA
WBGene00234976	protein_coding	NA
WBGene00226827	protein_coding	NA
WBGene00222339	protein_coding	NA
WBGene00231256	protein_coding	NA
WBGene00222883	protein_coding	NA
WBGene00234023	protein_coding	NA
WBGene00223400	protein_coding	NA
WBGene00231257	protein_coding	NA
WBGene00224293	protein_coding	NA
WBGene00234290	protein_coding	NA
WBGene00231258	protein_coding	NA
WBGene00233940	protein_coding	NA
WBGene00226108	protein_coding	NA
WBGene00231259	protein_coding	NA
WBGene00233821	protein_coding	NA
WBGene00222300	protein_coding	NA
WBGene00231260	protein_coding	NA
WBGene00231261	protein_coding	NA
WBGene00222195	protein_coding	NA
WBGene00231262	protein_coding	NA
WBGene00227784	protein_coding	NA
WBGene00255585	protein_coding	NA
WBGene00225957	protein_coding	NA
WBGene00231263	protein_coding	NA
WBGene00231264	protein_coding	NA
WBGene00222177	protein_coding	NA
WBGene00224031	protein_coding	NA
WBGene00231265	protein_coding	NA
WBGene00225536	protein_coding	NA
WBGene00225538	protein_coding	NA
WBGene00224430	protein_coding	NA
WBGene00224221	protein_coding	NA
WBGene00224704	protein_coding	NA
WBGene00231267	protein_coding	NA
WBGene00231268	protein_coding	NA
WBGene00222674	protein_coding	NA
WBGene00231270	protein_coding	NA
WBGene00225568	protein_coding	NA
WBGene00221775	protein_coding	NA
WBGene00231271	protein_coding	NA
WBGene00224311	protein_coding	NA
WBGene00234263	protein_coding	NA
WBGene00227249	protein_coding	NA
WBGene00234259	protein_coding	NA
WBGene00222990	protein_coding	NA
WBGene00269363	protein_coding	NA
WBGene00231273	protein_coding	NA
WBGene00221777	protein_coding	NA
WBGene00227186	protein_coding	NA
WBGene00231274	protein_coding	NA
WBGene00222686	protein_coding	NA
WBGene00231275	protein_coding	NA
WBGene00224272	protein_coding	NA
WBGene00221975	protein_coding	NA
WBGene00227381	protein_coding	NA
WBGene00231276	protein_coding	NA
WBGene00231277	protein_coding	NA
WBGene00223951	protein_coding	NA
WBGene00269071	protein_coding	NA
WBGene00269072	protein_coding	NA
WBGene00229868	protein_coding	NA
WBGene00222932	protein_coding	NA
WBGene00229869	protein_coding	NA
WBGene00229870	protein_coding	NA
WBGene00225058	protein_coding	NA
WBGene00222974	protein_coding	NA
WBGene00226055	protein_coding	NA
WBGene00226057	protein_coding	NA
WBGene00223939	protein_coding	NA
WBGene00225894	protein_coding	NA
WBGene00225893	protein_coding	NA
WBGene00225038	protein_coding	NA
WBGene00234440	protein_coding	NA
WBGene00221523	protein_coding	NA
WBGene00234051	protein_coding	NA
WBGene00223155	protein_coding	NA
WBGene00223156	protein_coding	NA
WBGene00223153	protein_coding	NA
WBGene00220668	protein_coding	NA
WBGene00229871	protein_coding	NA
WBGene00222184	protein_coding	NA
WBGene00255483	protein_coding	NA
WBGene00225825	protein_coding	NA
WBGene00224253	protein_coding	NA
WBGene00226107	protein_coding	NA
WBGene00229872	protein_coding	NA
WBGene00226774	protein_coding	NA
WBGene00225818	protein_coding	NA
WBGene00225821	protein_coding	NA
WBGene00225120	protein_coding	NA
WBGene00229873	protein_coding	NA
WBGene00227213	protein_coding	NA
WBGene00227214	protein_coding	NA
WBGene00269073	protein_coding	NA
WBGene00222217	protein_coding	NA
WBGene00224807	protein_coding	NA
WBGene00223950	protein_coding	NA
WBGene00227212	protein_coding	NA
WBGene00222835	protein_coding	NA
WBGene00233693	protein_coding	NA
WBGene00226616	protein_coding	NA
WBGene00226059	protein_coding	NA
WBGene00226058	protein_coding	NA
WBGene00220669	protein_coding	NA
WBGene00221525	protein_coding	NA
WBGene00223942	protein_coding	NA
WBGene00226361	protein_coding	NA
WBGene00224531	protein_coding	NA
WBGene00224793	protein_coding	NA
WBGene00224792	protein_coding	NA
WBGene00227367	protein_coding	NA
WBGene00233694	protein_coding	NA
WBGene00227357	protein_coding	NA
WBGene00223080	protein_coding	NA
WBGene00222787	protein_coding	NA
WBGene00224832	protein_coding	NA
WBGene00235038	protein_coding	NA
WBGene00223836	protein_coding	NA
WBGene00225202	protein_coding	NA
WBGene00224753	protein_coding	NA
WBGene00222301	protein_coding	NA
WBGene00222299	protein_coding	NA
WBGene00221527	protein_coding	NA
WBGene00223152	protein_coding	NA
WBGene00223526	protein_coding	NA
WBGene00229909	protein_coding	NA
WBGene00229878	protein_coding	NA
WBGene00234288	protein_coding	NA
WBGene00236803	protein_coding	NA
WBGene00227108	protein_coding	NA
WBGene00225559	protein_coding	NA
WBGene00223009	protein_coding	NA
WBGene00232819	protein_coding	NA
WBGene00269320	protein_coding	NA
WBGene00221529	protein_coding	NA
WBGene00227454	protein_coding	NA
WBGene00227453	protein_coding	NA
WBGene00220671	protein_coding	NA
WBGene00233941	protein_coding	NA
WBGene00225576	protein_coding	NA
WBGene00227355	protein_coding	NA
WBGene00235052	protein_coding	NA
WBGene00222311	protein_coding	NA
WBGene00224066	protein_coding	NA
WBGene00269076	protein_coding	NA
WBGene00229879	protein_coding	NA
WBGene00222904	protein_coding	NA
WBGene00233331	protein_coding	NA
WBGene00226062	protein_coding	NA
WBGene00222464	protein_coding	NA
WBGene00229881	protein_coding	NA
WBGene00222845	protein_coding	NA
WBGene00220673	protein_coding	NA
WBGene00225470	protein_coding	NA
WBGene00225164	protein_coding	NA
WBGene00234102	protein_coding	NA
WBGene00227171	protein_coding	NA
WBGene00229882	protein_coding	NA
WBGene00269300	protein_coding	NA
WBGene00223631	protein_coding	NA
WBGene00226603	protein_coding	NA
WBGene00225185	protein_coding	NA
WBGene00221531	protein_coding	NA
WBGene00227110	protein_coding	NA
WBGene00269077	protein_coding	NA
WBGene00227123	protein_coding	NA
WBGene00229883	protein_coding	NA
WBGene00227727	protein_coding	NA
WBGene00233695	protein_coding	NA
WBGene00227482	protein_coding	NA
WBGene00220675	protein_coding	NA
WBGene00229886	protein_coding	NA
WBGene00229887	protein_coding	NA
WBGene00229888	protein_coding	NA
WBGene00269301	protein_coding	NA
WBGene00229889	protein_coding	NA
WBGene00220676	protein_coding	NA
WBGene00233334	protein_coding	NA
WBGene00223061	protein_coding	NA
WBGene00226195	protein_coding	NA
WBGene00223109	protein_coding	NA
WBGene00222796	protein_coding	NA
WBGene00227329	protein_coding	NA
WBGene00225025	protein_coding	NA
WBGene00221533	protein_coding	NA
WBGene00222400	protein_coding	NA
WBGene00222141	protein_coding	NA
WBGene00234936	protein_coding	NA
WBGene00223489	protein_coding	NA
WBGene00222401	protein_coding	NA
WBGene00225635	protein_coding	NA
WBGene00224566	protein_coding	NA
WBGene00229892	protein_coding	NA
WBGene00225929	protein_coding	NA
WBGene00233335	protein_coding	NA
WBGene00226650	protein_coding	NA
WBGene00224633	protein_coding	NA
WBGene00233974	protein_coding	NA
WBGene00224186	protein_coding	NA
WBGene00220678	protein_coding	NA
WBGene00225206	protein_coding	NA
WBGene00223793	protein_coding	NA
WBGene00223794	protein_coding	NA
WBGene00227428	protein_coding	NA
WBGene00220679	protein_coding	NA
WBGene00269364	protein_coding	NA
WBGene00224493	protein_coding	NA
WBGene00233336	protein_coding	NA
WBGene00227483	protein_coding	NA
WBGene00229896	protein_coding	NA
WBGene00224803	protein_coding	NA
WBGene00225374	protein_coding	NA
WBGene00225115	protein_coding	NA
WBGene00221931	protein_coding	NA
WBGene00234934	protein_coding	NA
WBGene00227266	protein_coding	NA
WBGene00222556	protein_coding	NA
WBGene00223727	protein_coding	NA
WBGene00234657	pseudogene	NA
WBGene00224216	protein_coding	NA
WBGene00229897	protein_coding	NA
WBGene00227164	protein_coding	NA
WBGene00229898	protein_coding	NA
